Threat ID,Threat Name,Domain Code,Domain Name,Init Actor Code,Init Actor Name,Mec 1 Code,Mec 1 Name,Mec 2 Code,Mec 2 Name,Mec 3 Code,Mec 3 Name,Intent Code,Intent Name,Vis Code,Vis Name,Sev Code,Sev Name,Original Description,Analyst Notes
TH-0273,Research Direction Manipulation,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-403,Institutional Capture,MEC-308,Subversion Funding,INT-03,Control,VIS-02,Covert,SEV-3,Moderate,هدایت و جهت‌دهی به پروژه‌های تحقیقاتی...,Directing research/academic projects in target universities.
TH-0274,Sensitive Tech Leakage,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-203,Data Exfiltration,MEC-503,Espionage,MEC-203,Data Exfiltration,INT-08,Steal,VIS-02,Covert,SEV-4,High,نشت اطلاعات علمی و فناوری‌های حساس,Leakage of scientific/sensitive tech info.
TH-0275,Brain Drain,DOM-04,Social,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-603,Cultural Influence,,,INT-11,Exhaust,VIS-01,Overt,SEV-5,Severe,مهاجرت نخبگان و دانشمندان (فرار مغزها),Brain drain (exodus of elites/scientists).
TH-0276,Tech Emerging/Key Backwardness,DOM-06,Infrastructure & Technology,ACT-01,خودی,MEC-309,Policy Sabotage,MEC-304,Resource Denial,,,INT-11,Exhaust,VIS-01,Overt,SEV-6,Critical,عقب‌ماندگی در فناوری‌های نوظهور و کلیدی,Backwardness in emerging/key technologies.
TH-0277,Bot-Driven Opinion Direction,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-109,Influence Campaign,MEC-102,Disinformation,,,INT-02,Influence,VIS-02,Covert,SEV-1,Minimal,استفاده از حساب‌های کاربری خودکار (بات‌ها)...,Using bots to direct public opinion.
TH-0278,Scientific Sanctions (Data Blockade),DOM-02,Economic,ACT-03,دشمن,MEC-306,Trade Restriction,MEC-301,Economic Sanctions,,,INT-12,Isolate,VIS-01,Overt,SEV-2,Low,تحریم‌های علمی و عدم دسترسی به پایگاه‌های داده جهانی,Scientific sanctions (denying access to global data).
TH-0279,Lawfare (Legal Warfare),DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-404,Legal Manipulation,MEC-401,Diplomatic Pressure,,,INT-06,Delay,VIS-01,Overt,SEV-3,Moderate,استفاده از ابزارهای حقوقی و قوانین بین‌المللی (جنگ حقوقی),Lawfare (weaponized international law).
TH-0280,International Court Harassment,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-404,Legal Manipulation,MEC-406,International Forum Manipulation,,,INT-07,Intimidate,VIS-01,Overt,SEV-4,High,ارجاع پرونده‌های بی‌اساس به دادگاه‌های بین‌المللی...,Filing baseless cases in international courts.
TH-0281,Extraterritorial Law Application,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-404,Legal Manipulation,MEC-301,Economic Sanctions,,,INT-03,Control,VIS-01,Overt,SEV-5,Severe,وضع قوانین فرامرزی توسط کشورهای متخاصم...,Extraterritorial law application (e.g. secondary sanctions).
TH-0282,International Treaty Challenge,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-406,International Forum Manipulation,MEC-401,Diplomatic Pressure,MEC-309,Policy Sabotage,INT-05,Deceive,VIS-01,Overt,SEV-6,Critical,به چالش کشیدن معاهدات و توافق‌نامه‌های بین‌المللی...,Challenging international treaties/agreements.
TH-0283,Human Rights Intervention,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-404,Legal Manipulation,MEC-104,Narrative Manipulation,,,INT-02,Influence,VIS-01,Overt,SEV-1,Minimal,سوء استفاده از مفاهیم حقوق بشر برای مداخله...,Exploiting human rights concepts for intervention.
TH-0284,International Legal Boycott,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-406,International Forum Manipulation,MEC-401,Diplomatic Pressure,MEC-404,Legal Manipulation,INT-12,Isolate,VIS-01,Overt,SEV-2,Low,عدم عضویت یا بایکوت کشور در نهادهای حقوقی بین‌المللی,Boycotting/non-membership in international legal bodies.
TH-0285,Double-Standard Rule Definition,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-406,International Forum Manipulation,MEC-104,Narrative Manipulation,,,INT-05,Deceive,VIS-01,Overt,SEV-3,Moderate,تعاریف دوگانه از قوانین بین‌المللی...,Double definitions of international laws favoring powerful states.
TH-0286,Diplomatic/Official Travel Restriction,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-404,Legal Manipulation,MEC-406,International Forum Manipulation,INT-12,Isolate,VIS-01,Overt,SEV-4,High,ایجاد محدودیت‌های حقوقی برای تردد مقامات یا دیپلمات‌ها,Legal restrictions on official/diplomatic movement.
TH-0287,Foreign Asset Seizure (Legal),DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-404,Legal Manipulation,MEC-301,Economic Sanctions,,,INT-08,Steal,VIS-02,Covert,SEV-5,Severe,توقیف دارایی‌های خارجی کشور به بهانه‌های حقوقی,Seizure of foreign assets on legal pretexts.
TH-0288,Domestic Legal Hybrid Warfare Gap,DOM-03,Political & Diplomatic,ACT-01,خودی,MEC-309,Policy Sabotage,MEC-404,Legal Manipulation,,,INT-11,Exhaust,VIS-01,Overt,SEV-6,Critical,خلاءهای قانونی داخلی در مواجهه با ابزارهای جنگ ترکیبی,Domestic legal gaps regarding hybrid warfare tools.
TH-0289,Bioterrorism & Infectious Disease,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-502,Sabotage,MEC-501,Kinetic Strike,MEC-609,Public Health Degradation,INT-09,Destroy,VIS-02,Covert,SEV-1,Minimal,بیوتروریسم و اشاعه پنهان بیماری‌های واگیردار,Bioterrorism and covert infectious disease dissemination.
TH-0290,Water/Food Supply Contamination,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-502,Sabotage,MEC-501,Kinetic Strike,MEC-304,Resource Denial,INT-09,Destroy,VIS-02,Covert,SEV-2,Low,آلودگی عامدانه منابع آب آشامیدنی یا زنجیره غذایی,Deliberate contamination of water/food chain.
TH-0291,Health Crisis Panic Magnification,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-104,Narrative Manipulation,MEC-405,Crisis Exploitation,INT-01,Destabilize,VIS-03,Mixed,SEV-3,Moderate,ایجاد وحشت عمومی و فوبیا... از طریق بزرگ‌نمایی بحران‌های بهداشتی,Creating public panic/phobia via magnifying health crises.
TH-0292,Healthcare System Management Inefficiency,DOM-06,Infrastructure & Technology,ACT-01,خودی,MEC-309,Policy Sabotage,MEC-309,Policy Sabotage,,,INT-01,Destabilize,VIS-01,Overt,SEV-4,High,ناکارآمد جلوه دادن سیستم بهداشت و درمان کشور...,Inefficiency depiction of healthcare system management.
TH-0293,Medical/Vaccine Disinformation,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-102,Disinformation,MEC-103,Misinformation,,,INT-01,Destabilize,VIS-02,Covert,SEV-5,Severe,شایعه‌پراکنی و ایجاد اطلاعات نادرست پزشکی...,Spreading medical disinformation regarding vaccines/drugs.
TH-0294,Medical Supply Sanctions,DOM-02,Economic,ACT-03,دشمن,MEC-301,Economic Sanctions,MEC-306,Trade Restriction,MEC-609,Public Health Degradation,INT-11,Exhaust,VIS-01,Overt,SEV-6,Critical,تحریم دارویی و ممانعت از ورود تجهیزات پزشکی حیاتی,Medical sanctions and preventing entry of vital medical equipment.
TH-0295,Healthcare Cyber Sabotage,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-201,Cyber Intrusion,MEC-502,Sabotage,,,INT-09,Destroy,VIS-02,Covert,SEV-1,Minimal,خرابکاری در سیستم‌های اطلاعاتی بیمارستان‌ها...,Cyber attacks/sabotage on hospital/health information systems.
TH-0296,Population Ageing/Fertility Manipulation,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-109,Influence Campaign,MEC-609,Public Health Degradation,INT-01,Destabilize,VIS-02,Covert,SEV-2,Low,تضعیف نرخ باروری و پیری دست‌کاری‌شده جمعیت,Undermining fertility rates and manipulated population aging.
TH-0297,Food Security Environmental Sabotage,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-502,Sabotage,MEC-304,Resource Denial,MEC-609,Public Health Degradation,INT-09,Destroy,VIS-02,Covert,SEV-3,Moderate,تخریب محیط زیست و آلودگی خاک...,Environmental destruction/soil pollution to reduce food security.
TH-0298,Mental Health/Stress Pumping,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-03,Mixed,SEV-4,High,افزایش شیوع بیماری‌های روانی و استرس مزمن...,Increasing mental illness/chronic stress via hopelessness pumping.
TH-0299,Food & Drug Authority Infiltration,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-503,Espionage,MEC-403,Institutional Capture,,,INT-09,Destroy,VIS-02,Covert,SEV-5,Severe,نفوذ در سازمان‌های نظارتی غذا و دارو...,Infiltrating food/drug regulatory bodies to enter harmful products.
TH-0300,Pharma Material Dependency,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-306,Trade Restriction,MEC-304,Resource Denial,,,INT-11,Exhaust,VIS-01,Overt,SEV-6,Critical,وابستگی شدید به واردات مواد اولیه دارویی,Severe dependency on pharmaceutical raw material imports.
TH-0301,Medical Brain Drain,DOM-04,Social,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-305,Investment Influence,,,INT-11,Exhaust,VIS-01,Overt,SEV-1,Minimal,خروج پزشکان و کادر درمان متخصص از کشور...,Medical brain drain (exodus of doctors/staff).
TH-0302,Biological Manipulation of Food Imports,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-502,Sabotage,MEC-501,Kinetic Strike,MEC-306,Trade Restriction,INT-09,Destroy,VIS-02,Covert,SEV-2,Low,دست‌کاری ژنتیکی محصولات کشاورزی وارداتی...,Genetic manipulation of agricultural imports with covert biological goals.
TH-0303,Artificial Environmental Crisis,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-502,Sabotage,,,,,INT-09,Destroy,VIS-02,Covert,SEV-3,Moderate,ایجاد بحران‌های زیست‌محیطی مصنوعی...,Creating artificial environmental crises (e.g. weather manipulation).
TH-0304,Health Defense Neglect,DOM-06,Infrastructure & Technology,ACT-01,خودی,MEC-309,Policy Sabotage,MEC-609,Public Health Degradation,,,INT-11,Exhaust,VIS-01,Overt,SEV-4,High,بی‌توجهی به پدافند غیرعامل در بخش زیرساخت‌های سلامت...,Neglecting civil defense in health infrastructure.
